id,state,c_code,country,crop,year,harv_area_ha,yield,production_ha,statearea_ha,perimeter_km,lon,lat
"17984",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.1026773463,-21.1301993332
"18123",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.1033472020,-21.2205371256
"17156",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.6743058865,-20.5835393402
"17157",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.7702180750,-20.5825845715
"17292",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.3873573630,-20.6764186448
"17293",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.4833411223,-20.6756194674
"17294",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.5793201775,-20.6747668938
"17295",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.6752942245,-20.6738609355
"17296",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.7712629596,-20.6729016044
"17297",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.8672260788,-20.6718889133
"17431",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.3881803795,-20.7667514273
"17432",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.4842210296,-20.7659484447
"17433",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.5802569629,-20.7650918118
"17434",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.6762878746,-20.7641815399
"17435",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.7723134599,-20.7632176413
"17436",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.8683334144,-20.7622001287
"17569",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.2929055384,-20.8578361058
"17570",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.3890078081,-20.8570832293
"17571",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.4851056538,-20.8562764372
"17572",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.5811987700,-20.8554157403
"17573",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.6772868510,-20.8545011500
"17574",Machanga,MOZ,Mozambique,Maize,2000,3627.000000000000000,0.000000000000000,0.000000000000000,503966.2666932267,589.6761649640,34.7733695913,-20.8535326785
