 Pixel        State             lon          lat     Crop    Fraction
33403       Barue              33.32514  -17.92385  Maize    0.60905887
33404       Barue              33.20271  -17.92922  Maize    0.62279908
33405       Barue              33.21211  -17.92951  Maize    0.13867925
33406       Barue              33.24029  -17.93035  Maize    0.51093306
33407       Barue              33.25908  -17.93090  Maize    0.34824893
33408       Barue              33.31545  -17.93256  Maize    0.20476076
33409       Barue              33.32485  -17.93284  Maize    0.60557365
33410       Barue              33.22121  -17.93878  Maize    0.58604053
33411       Barue              33.24939  -17.93962  Maize    0.61803526
33412       Barue              33.25879  -17.93990  Maize    0.56428801
33413       Barue              33.29637  -17.94101  Maize    0.07777254
33414       Barue              33.34336  -17.94238  Maize    0.58501079
33415       Barue              33.22092  -17.94777  Maize    0.34384791
33416       Barue              33.23031  -17.94805  Maize    0.62528700
33417       Barue              33.23971  -17.94833  Maize    0.12754271
33418       Barue              33.24910  -17.94861  Maize    0.62483439
33419       Barue              33.25850  -17.94889  Maize    0.61939690
33420       Barue              33.32427  -17.95083  Maize    0.34430808
33421       Barue              33.21123  -17.95648  Maize    0.32616625
33422       Barue              33.22062  -17.95676  Maize    0.48726811
33423       Barue              33.23942  -17.95732  Maize    0.55474408
33424       Barue              33.24881  -17.95760  Maize    0.24755499
33425       Barue              33.25821  -17.95788  Maize    0.62052468
33426       Barue              33.35218  -17.96065  Maize    0.12372169
33427       Barue              33.20154  -17.96519  Maize    0.51702073
33428       Barue              33.22033  -17.96576  Maize    0.61167553
33429       Barue              33.24852  -17.96660  Maize    0.26673963
33430       Barue              33.25792  -17.96688  Maize    0.14655249
33431       Barue              33.28611  -17.96771  Maize    0.08122742
33432       Barue              33.35189  -17.96964  Maize    0.01586258
33433       Barue              33.22004  -17.97475  Maize    0.61241937
33434       Barue              33.23883  -17.97531  Maize    0.60136794
33435       Barue              33.25762  -17.97587  Maize    0.06792850
33436       Barue              33.27642  -17.97643  Maize    0.49490348
33437       Barue              33.28582  -17.97670  Maize    0.00081543
33438       Barue              33.22914  -17.98402  Maize    0.62233197
33439       Barue              33.28553  -17.98570  Maize    0.00166877
33440       Barue              33.23824  -17.99329  Maize    0.54589537
33441       Barue              33.25704  -17.99385  Maize    0.04498914
33442       Barue              33.28524  -17.99469  Maize    0.03052603
33443       Barue              33.20976  -18.00144  Maize    0.62067239
33444       Barue              33.24735  -18.00257  Maize    0.26559879
33445       Barue              33.25675  -18.00285  Maize    0.25937251
33446       Barue              33.28495  -18.00368  Maize    0.62522890
33447       Barue              33.20006  -18.01015  Maize    0.00000000
33448       Barue              33.20946  -18.01044  Maize    0.09209412
33449       Barue              33.23766  -18.01128  Maize    0.61002901
33450       Barue              33.24706  -18.01156  Maize    0.23888859
33451       Barue              33.26586  -18.01212  Maize    0.55839821
33452       Barue              33.28465  -18.01268  Maize    0.61063811
33453       Barue              33.35046  -18.01461  Maize    0.52519016
33454       Barue              33.35986  -18.01489  Maize    0.59734622
33455       Barue              33.23737  -18.02027  Maize    0.20580028
33456       Barue              33.24676  -18.02055  Maize    0.62065838
33457       Barue              33.28436  -18.02167  Maize    0.46643858
33458       Barue              33.29376  -18.02195  Maize    0.55675267
33459       Barue              33.35957  -18.02388  Maize    0.55193151
33460       Barue              33.22767  -18.02898  Maize    0.07718921
33461       Barue              33.23707  -18.02927  Maize    0.22210681
33462       Barue              33.24647  -18.02955  Maize    0.54031117
33463       Barue              33.25587  -18.02983  Maize    0.62428455
33464       Barue              33.26527  -18.03011  Maize    0.61154793
33465       Barue              33.27467  -18.03039  Maize    0.59698435
33466       Barue              33.28407  -18.03066  Maize    0.61860667
33467       Barue              33.29347  -18.03094  Maize    0.58915379
33468       Barue              33.35928  -18.03288  Maize    0.57892293
33469       Barue              33.18978  -18.03685  Maize    0.07595004
33470       Barue              33.22738  -18.03798  Maize    0.39202900
33471       Barue              33.23678  -18.03826  Maize    0.17556463
33472       Barue              33.25558  -18.03882  Maize    0.62134540
33473       Barue              33.27438  -18.03938  Maize    0.03460632
33474       Barue              33.28378  -18.03966  Maize    0.62507333
33475       Barue              33.18948  -18.04584  Maize    0.36032996
33476       Barue              33.21768  -18.04669  Maize    0.57433842
33477       Barue              33.22708  -18.04697  Maize    0.37666133
33478       Barue              33.23648  -18.04725  Maize    0.00463486
33479       Barue              33.25529  -18.04781  Maize    0.61761956
33480       Barue              33.26469  -18.04809  Maize    0.34293090
33481       Barue              33.27409  -18.04837  Maize    0.32678491
33482       Barue              33.28349  -18.04865  Maize    0.58463702
33483       Barue              33.22679  -18.05596  Maize    0.60551106
33484       Barue              33.23619  -18.05624  Maize    0.62439096
33485       Barue              33.27380  -18.05737  Maize    0.55068317
33486       Barue              33.30200  -18.05820  Maize    0.10890839
33487       Barue              33.35842  -18.05986  Maize    0.61862984
33488       Barue              33.18889  -18.06382  Maize    0.60626746
33489       Barue              33.22649  -18.06495  Maize    0.55384558
33490       Barue              33.23590  -18.06524  Maize    0.42810137
33491       Barue              33.25470  -18.06580  Maize    0.61862029
33492       Barue              33.27350  -18.06636  Maize    0.46886720
33493       Barue              33.28291  -18.06664  Maize    0.60986998
33494       Barue              33.30171  -18.06720  Maize    0.00736679
33495       Barue              33.31111  -18.06747  Maize    0.62493834
33496       Barue              33.32052  -18.06775  Maize    0.08111636
33497       Barue              33.35813  -18.06886  Maize    0.37738347
33498       Barue              33.21680  -18.07366  Maize    0.60351101
33499       Barue              33.26381  -18.07507  Maize    0.61479506
33500       Barue              33.27321  -18.07535  Maize    0.00479632
33501       Barue              33.28261  -18.07563  Maize    0.01077270
33502       Barue              33.29202  -18.07591  Maize    0.57745211
33503       Barue              33.30142  -18.07619  Maize    0.02495908
33504       Barue              33.31082  -18.07647  Maize    0.13200740
33505       Barue              33.32023  -18.07675  Maize    0.03101162
33506       Barue              33.34844  -18.07758  Maize    0.05236583
33507       Barue              33.37665  -18.07840  Maize    0.59518752
33508       Barue              33.21650  -18.08266  Maize    0.61490186
33509       Barue              33.22590  -18.08294  Maize    0.56512734
33510       Barue              33.23531  -18.08322  Maize    0.07696205
33511       Barue              33.27292  -18.08434  Maize    0.53216132
33512       Barue              33.28232  -18.08462  Maize    0.42186797
33513       Barue              33.29173  -18.08490  Maize    0.62406386
33514       Barue              33.30113  -18.08518  Maize    0.01961642
33515       Barue              33.35755  -18.08685  Maize    0.53922733
33516       Barue              33.36696  -18.08712  Maize    0.59230211
33517       Barue              33.19740  -18.09108  Maize    0.61243077
33518       Barue              33.21621  -18.09165  Maize    0.60511515
33519       Barue              33.22561  -18.09193  Maize    0.62375767
33520       Barue              33.23501  -18.09221  Maize    0.19221435
33521       Barue              33.24442  -18.09250  Maize    0.48084073
33522       Barue              33.25382  -18.09278  Maize    0.62421651
33523       Barue              33.29143  -18.09390  Maize    0.62265175
33524       Barue              33.30084  -18.09418  Maize    0.61901920
33525       Barue              33.34786  -18.09556  Maize    0.37559884
33526       Barue              33.35727  -18.09584  Maize    0.57024996
33527       Barue              33.18770  -18.09979  Maize    0.02932394
33528       Barue              33.22531  -18.10092  Maize    0.61860098
33529       Barue              33.25352  -18.10177  Maize    0.53351610
33530       Barue              33.26293  -18.10205  Maize    0.05192935
33531       Barue              33.27233  -18.10233  Maize    0.51564645
33532       Barue              33.28174  -18.10261  Maize    0.38822361
33533       Barue              33.29114  -18.10289  Maize    0.56275539
33534       Barue              33.31936  -18.10373  Maize    0.61882164
33535       Barue              33.32876  -18.10400  Maize    0.07685406
33536       Barue              33.33817  -18.10428  Maize    0.50835120
33537       Barue              33.18740  -18.10878  Maize    0.20302543
33538       Barue              33.19681  -18.10907  Maize    0.59529819
33539       Barue              33.20621  -18.10935  Maize    0.28468729
33540       Barue              33.21561  -18.10963  Maize    0.41853163
33541       Barue              33.22502  -18.10992  Maize    0.62480475
33542       Barue              33.23442  -18.11020  Maize    0.03454014
33543       Barue              33.25323  -18.11076  Maize    0.62459673
33544       Barue              33.27204  -18.11132  Maize    0.62167758
33545       Barue              33.28144  -18.11160  Maize    0.16612609
33546       Barue              33.29085  -18.11188  Maize    0.46453339
33547       Barue              33.30025  -18.11216  Maize    0.46768922
33548       Barue              33.18711  -18.11777  Maize    0.00271697
33549       Barue              33.19651  -18.11806  Maize    0.08546009
33550       Barue              33.22472  -18.11891  Maize    0.27732864
33551       Barue              33.25294  -18.11976  Maize    0.55867302
33552       Barue              33.26234  -18.12004  Maize    0.31126890
33553       Barue              33.27175  -18.12032  Maize    0.47435170
33554       Barue              33.28115  -18.12060  Maize    0.60203039
33555       Barue              33.29056  -18.12088  Maize    0.30698920
33556       Barue              33.34699  -18.12255  Maize    0.62528069
33557       Barue              33.18681  -18.12677  Maize    0.00763558
33558       Barue              33.19621  -18.12705  Maize    0.00600533
33559       Barue              33.26205  -18.12903  Maize    0.14827347
33560       Barue              33.29026  -18.12987  Maize    0.58843721
33561       Barue              33.38433  -18.13265  Maize    0.61907352
33562       Barue              33.18651  -18.13576  Maize    0.00411838
33563       Barue              33.19592  -18.13604  Maize    0.41512304
33564       Barue              33.21473  -18.13661  Maize    0.08182558
33565       Barue              33.23354  -18.13718  Maize    0.60843138
33566       Barue              33.25235  -18.13774  Maize    0.10416881
33567       Barue              33.26175  -18.13802  Maize    0.21866888
33568       Barue              33.33701  -18.14026  Maize    0.41754649
33569       Barue              33.34641  -18.14054  Maize    0.49889222
33570       Barue              33.37464  -18.14137  Maize    0.53132987
33571       Barue              33.18621  -18.14475  Maize    0.43444151
33572       Barue              33.21443  -18.14560  Maize    0.02381453
33573       Barue              33.22383  -18.14589  Maize    0.01798229
33574       Barue              33.23324  -18.14617  Maize    0.08273469
33575       Barue              33.24265  -18.14645  Maize    0.15930240
33576       Barue              33.25205  -18.14673  Maize    0.62358435
33577       Barue              33.27087  -18.14730  Maize    0.14113568
33578       Barue              33.28968  -18.14786  Maize    0.53319322
33579       Barue              33.30849  -18.14842  Maize    0.62075930
33580       Barue              33.37435  -18.15036  Maize    0.62055033
33581       Barue              33.18591  -18.15374  Maize    0.03387610
33582       Barue              33.20473  -18.15431  Maize    0.60748886
33583       Barue              33.21413  -18.15459  Maize    0.35805119
33584       Barue              33.22354  -18.15488  Maize    0.24504070
33585       Barue              33.23294  -18.15516  Maize    0.46504871
33586       Barue              33.24235  -18.15544  Maize    0.37016974
33587       Barue              33.25176  -18.15573  Maize    0.62482993
33588       Barue              33.26116  -18.15601  Maize    0.49014503
33589       Barue              33.18562  -18.16273  Maize    0.52704153
33590       Barue              33.19502  -18.16302  Maize    0.24111472
33591       Barue              33.20443  -18.16330  Maize    0.55875251
33592       Barue              33.22324  -18.16387  Maize    0.62462116
33593       Barue              33.25146  -18.16472  Maize    0.36228134
33594       Barue              33.26087  -18.16500  Maize    0.03763512
33595       Barue              33.27028  -18.16528  Maize    0.44506152
33596       Barue              33.29850  -18.16613  Maize    0.53153159
33597       Barue              33.31732  -18.16668  Maize    0.07214527
33598       Barue              33.33613  -18.16724  Maize    0.38270880
33599       Barue              33.35495  -18.16780  Maize    0.43261480
33600       Barue              33.18532  -18.17172  Maize    0.00562670
33601       Barue              33.20413  -18.17229  Maize    0.18243697
33602       Barue              33.26057  -18.17399  Maize    0.03564588
33603       Barue              33.26998  -18.17428  Maize    0.42250880
33604       Barue              33.27939  -18.17456  Maize    0.37732862
33605       Barue              33.32643  -18.17596  Maize    0.62440047
33606       Barue              33.19443  -18.18100  Maize    0.10869995
33607       Barue              33.20383  -18.18129  Maize    0.60173935
33608       Barue              33.21324  -18.18157  Maize    0.51998680
33609       Barue              33.22265  -18.18186  Maize    0.61656602
33610       Barue              33.23206  -18.18214  Maize    0.62371446
33611       Barue              33.26969  -18.18327  Maize    0.61619554
33612       Barue              33.27910  -18.18355  Maize    0.00450221
33613       Barue              33.30732  -18.18439  Maize    0.24018875
33614       Barue              33.36378  -18.18606  Maize    0.48829215
33615       Barue              33.20353  -18.19028  Maize    0.61755662
33616       Barue              33.21294  -18.19056  Maize    0.27369147
33617       Barue              33.22235  -18.19085  Maize    0.58483805
33618       Barue              33.23176  -18.19113  Maize    0.01164768
33619       Barue              33.25998  -18.19198  Maize    0.00000196
33620       Barue              33.26939  -18.19226  Maize    0.60360561
33621       Barue              33.30703  -18.19339  Maize    0.05908357
33622       Barue              33.35408  -18.19478  Maize    0.62409062
33623       Barue              33.36349  -18.19506  Maize    0.32491254
33624       Barue              33.38231  -18.19561  Maize    0.62107170
33625       Barue              33.21264  -18.19956  Maize    0.00168791
33626       Barue              33.22205  -18.19984  Maize    0.00957178
33627       Barue              33.23146  -18.20012  Maize    0.58992584
33628       Barue              33.24087  -18.20041  Maize    0.53476058
33629       Barue              33.25028  -18.20069  Maize    0.62499294
33630       Barue              33.25969  -18.20097  Maize    0.04128813
33631       Barue              33.26910  -18.20126  Maize    0.36328708
33632       Barue              33.27851  -18.20154  Maize    0.02694596
33633       Barue              33.19353  -18.20798  Maize    0.27154525
33634       Barue              33.20294  -18.20826  Maize    0.62327785
33635       Barue              33.22176  -18.20883  Maize    0.62506160
33636       Barue              33.23116  -18.20912  Maize    0.00277799
33637       Barue              33.24057  -18.20940  Maize    0.02423144
33638       Barue              33.27821  -18.21053  Maize    0.05160735
33639       Barue              33.28762  -18.21081  Maize    0.35801084
33640       Barue              33.35350  -18.21277  Maize    0.59086860
33641       Barue              33.21205  -18.21754  Maize    0.61845622
33642       Barue              33.23087  -18.21811  Maize    0.62287157
33643       Barue              33.24028  -18.21839  Maize    0.60522209
33644       Barue              33.27792  -18.21952  Maize    0.02563518
33645       Barue              33.28733  -18.21980  Maize    0.53892207
33646       Barue              33.35321  -18.22176  Maize    0.59511063
33647       Barue              33.21175  -18.22653  Maize    0.62089642
33648       Barue              33.22116  -18.22682  Maize    0.19605797
33649       Barue              33.23057  -18.22710  Maize    0.59880426
33650       Barue              33.23998  -18.22739  Maize    0.21955184
33651       Barue              33.25880  -18.22795  Maize    0.02893737
33652       Barue              33.28703  -18.22880  Maize    0.62494864
33653       Barue              33.32468  -18.22992  Maize    0.21842423
33654       Barue              33.18322  -18.23467  Maize    0.00004627
33655       Barue              33.22086  -18.23581  Maize    0.02692529
33656       Barue              33.23968  -18.23638  Maize    0.23354747
33657       Barue              33.24909  -18.23666  Maize    0.18411196
33658       Barue              33.25851  -18.23694  Maize    0.33785154
33659       Barue              33.26792  -18.23723  Maize    0.62412003
33660       Barue              33.28674  -18.23779  Maize    0.59825136
33661       Barue              33.30556  -18.23835  Maize    0.05846502
33662       Barue              33.18292  -18.24366  Maize    0.49144398
33663       Barue              33.19233  -18.24394  Maize    0.59187732
33664       Barue              33.21115  -18.24452  Maize    0.00000005
33665       Barue              33.22998  -18.24509  Maize    0.04829545
33666       Barue              33.23939  -18.24537  Maize    0.61058880
33667       Barue              33.24880  -18.24565  Maize    0.00000001
33668       Barue              33.26762  -18.24622  Maize    0.35953771
33669       Barue              33.28645  -18.24678  Maize    0.00006230
33670       Barue              33.35233  -18.24875  Maize    0.62347274
33671       Barue              33.22968  -18.25408  Maize    0.08426856
33672       Barue              33.24850  -18.25465  Maize    0.00003923
33673       Barue              33.28615  -18.25578  Maize    0.00000000
33674       Barue              33.19173  -18.26193  Maize    0.00000027
33675       Barue              33.21056  -18.26250  Maize    0.00000253
33676       Barue              33.23879  -18.26336  Maize    0.07393634
33677       Barue              33.28586  -18.26477  Maize    0.42259976
33678       Barue              33.29527  -18.26505  Maize    0.03661779
33679       Barue              33.21026  -18.27149  Maize    0.01886289
33680       Barue              33.31380  -18.27461  Maize    0.19160489
33681       Barue              33.18172  -18.27962  Maize    0.00122021
33682       Barue              33.20054  -18.28020  Maize    0.00000000
33683       Barue              33.20996  -18.28048  Maize    0.00013085
33684       Barue              33.23820  -18.28134  Maize    0.55328489
33685       Barue              33.24761  -18.28162  Maize    0.56090538
33686       Barue              33.32292  -18.28388  Maize    0.60175270
33687       Barue              33.33234  -18.28416  Maize    0.62293112
33688       Barue              33.18142  -18.28862  Maize    0.06660703
33689       Barue              33.20024  -18.28919  Maize    0.00000000
33690       Barue              33.20966  -18.28948  Maize    0.10664910
33691       Barue              33.22848  -18.29005  Maize    0.35741713
33692       Barue              33.29438  -18.29203  Maize    0.23847555
33693       Barue              33.30380  -18.29231  Maize    0.32107875
33694       Barue              33.20936  -18.29847  Maize    0.03812358
33695       Barue              33.21877  -18.29875  Maize    0.00110255
33696       Barue              33.25643  -18.29989  Maize    0.00004239
33697       Barue              33.26584  -18.30018  Maize    0.00010309
33698       Barue              33.27526  -18.30046  Maize    0.58844805
33699       Barue              33.29409  -18.30103  Maize    0.60218059
33700       Barue              33.30350  -18.30131  Maize    0.33699309
33701       Barue              33.19964  -18.30717  Maize    0.52763467
33702       Barue              33.20906  -18.30746  Maize    0.62276502
33703       Barue              33.21847  -18.30775  Maize    0.43769611
33704       Barue              33.24672  -18.30860  Maize    0.00001073
33705       Barue              33.25613  -18.30889  Maize    0.00006646
33706       Barue              33.26555  -18.30917  Maize    0.33707112
33707       Barue              33.27496  -18.30945  Maize    0.30612876
33708       Barue              33.29379  -18.31002  Maize    0.55013611
33709       Barue              33.30321  -18.31030  Maize    0.01715925
33710       Barue              33.35971  -18.31198  Maize    0.62315823
33711       Barue              33.20876  -18.31645  Maize    0.48051971
33712       Barue              33.23700  -18.31731  Maize    0.03895151
33713       Barue              33.24642  -18.31759  Maize    0.00679495
33714       Barue              33.25583  -18.31788  Maize    0.61536472
33715       Barue              33.26525  -18.31816  Maize    0.52846758
33716       Barue              33.28408  -18.31873  Maize    0.45524981
33717       Barue              33.29350  -18.31901  Maize    0.01302007
33718       Barue              33.30291  -18.31930  Maize    0.05903518
33719       Barue              33.19904  -18.32516  Maize    0.27749028
33720       Barue              33.22729  -18.32602  Maize    0.00092976
33721       Barue              33.24612  -18.32659  Maize    0.61949053
33722       Barue              33.25554  -18.32687  Maize    0.62407661
33723       Barue              33.27437  -18.32744  Maize    0.61656296
33724       Barue              33.20816  -18.33444  Maize    0.52219577
33725       Barue              33.22699  -18.33501  Maize    0.00000000
33726       Barue              33.23641  -18.33529  Maize    0.00831285
33727       Barue              33.24582  -18.33558  Maize    0.41039076
33728       Barue              33.27407  -18.33643  Maize    0.38315125
33729       Barue              33.28349  -18.33672  Maize    0.50724477
33730       Barue              33.29291  -18.33700  Maize    0.00033839
33731       Barue              33.30232  -18.33728  Maize    0.00032815
33732       Barue              33.35883  -18.33897  Maize    0.59366968
33733       Barue              33.20786  -18.34343  Maize    0.15160985
33734       Barue              33.23611  -18.34429  Maize    0.00021940
33735       Barue              33.24552  -18.34457  Maize    0.55017792
33736       Barue              33.28319  -18.34571  Maize    0.60234411
33737       Barue              33.29261  -18.34599  Maize    0.59608957
33738       Barue              33.31144  -18.34656  Maize    0.60367876
33739       Barue              33.34912  -18.34768  Maize    0.56444931
33740       Barue              33.20756  -18.35242  Maize    0.26322903
33741       Barue              33.23581  -18.35328  Maize    0.00000171
33742       Barue              33.24522  -18.35357  Maize    0.41106315
33743       Barue              33.28289  -18.35470  Maize    0.58831235
33744       Barue              33.30173  -18.35527  Maize    0.59161880
33745       Barue              33.20726  -18.36141  Maize    0.60914421
33746       Barue              33.24493  -18.36256  Maize    0.00721232
33747       Barue              33.25434  -18.36284  Maize    0.57526587
33748       Barue              33.28260  -18.36370  Maize    0.02078859
33749       Barue              33.20695  -18.37040  Maize    0.00237252
33750       Barue              33.25404  -18.37184  Maize    0.01453397
33751       Barue              33.26346  -18.37212  Maize    0.00875452
33752       Barue              33.30114  -18.37326  Maize    0.56689872
33753       Barue              33.32940  -18.37410  Maize    0.62446680
33754       Barue              33.21607  -18.37968  Maize    0.18003490
33755       Barue              33.35736  -18.38394  Maize    0.61734676
33756       Barue              33.20635  -18.38839  Maize    0.27435616
33757       Barue              33.21577  -18.38867  Maize    0.00395081
33758       Barue              33.31939  -18.39181  Maize    0.00339711
33759       Barue              33.00347  -17.41925  Maize    0.00935868
33760       Barue              33.18331  -17.65862  Maize    0.00000000
33761       Barue              33.19269  -17.65890  Maize    0.00000000
33762       Barue              33.18302  -17.66761  Maize    0.00000000
33763       Barue              33.19240  -17.66789  Maize    0.57237316
33764       Barue              33.18273  -17.67660  Maize    0.00000000
33765       Barue              33.19211  -17.67688  Maize    0.57144191
33766       Barue              33.02179  -17.71676  Maize    0.60378865
33767       Barue              33.03117  -17.71705  Maize    0.00008238
33768       Barue              33.19066  -17.72184  Maize    0.00000000
33769       Barue              33.02149  -17.72575  Maize    0.00003232
33770       Barue              33.03087  -17.72603  Maize    0.00000026
33771       Barue              33.18098  -17.73056  Maize    0.00000000
33772       Barue              33.00243  -17.73416  Maize    0.00000000
33773       Barue              33.01151  -17.74344  Maize    0.00000000
33774       Barue              33.02090  -17.74373  Maize    0.00000005
33775       Barue              33.03028  -17.74401  Maize    0.62106477
33776       Barue              33.02060  -17.75272  Maize    0.62467310
33777       Barue              33.02998  -17.75300  Maize    0.62457440
33778       Barue              33.02968  -17.76199  Maize    0.62084862
33779       Barue              33.02000  -17.77070  Maize    0.00000939
33780       Barue              33.03876  -17.77127  Maize    0.62510266
33781       Barue              33.17952  -17.77552  Maize    0.00006484
33782       Barue              33.18891  -17.77580  Maize    0.00828569
33783       Barue              33.01970  -17.77968  Maize    0.62448994
33784       Barue              33.02908  -17.77997  Maize    0.55575598
33785       Barue              33.17923  -17.78451  Maize    0.04909659
33786       Barue              33.18862  -17.78479  Maize    0.00006512
33787       Barue              33.01940  -17.78867  Maize    0.59228128
33788       Barue              33.02878  -17.78896  Maize    0.00888031
33789       Barue              33.17894  -17.79350  Maize    0.54796305
33790       Barue              33.18833  -17.79378  Maize    0.29191291
33791       Barue              33.01910  -17.79766  Maize    0.61884564
33792       Barue              33.14110  -17.80137  Maize    0.00000000
33793       Barue              33.16926  -17.80221  Maize    0.57758072
33794       Barue              33.17865  -17.80249  Maize    0.62342277
33795       Barue              33.18803  -17.80277  Maize    0.62408522
33796       Barue              33.00003  -17.80608  Maize    0.62440793
33797       Barue              33.00941  -17.80636  Maize    0.61101092
33798       Barue              33.01880  -17.80665  Maize    0.62087128
33799       Barue              33.13142  -17.81008  Maize    0.00000002
33800       Barue              33.14081  -17.81036  Maize    0.00000029
33801       Barue              33.17835  -17.81149  Maize    0.17659072
33802       Barue              33.18774  -17.81177  Maize    0.56549932
33803       Barue              32.97157  -17.81420  Maize    0.00000000
33804       Barue              32.99973  -17.81507  Maize    0.04216751
33805       Barue              33.00911  -17.81535  Maize    0.60457577
33806       Barue              33.14051  -17.81935  Maize    0.00000019
33807       Barue              33.17806  -17.82048  Maize    0.02551667
33808       Barue              33.18745  -17.82076  Maize    0.52488293
33809       Barue              32.96189  -17.82289  Maize    0.62458130
33810       Barue              33.16838  -17.82919  Maize    0.62470984
33811       Barue              33.17777  -17.82947  Maize    0.58952254
33812       Barue              32.96158  -17.83188  Maize    0.62513399
33813       Barue              33.01789  -17.83362  Maize    0.00000000
33814       Barue              33.07421  -17.83534  Maize    0.00604651
33815       Barue              33.13992  -17.83733  Maize    0.62178513
33816       Barue              33.16809  -17.83818  Maize    0.55971928
33817       Barue              33.17748  -17.83846  Maize    0.61587374
33818       Barue              33.18686  -17.83874  Maize    0.62475496
33819       Barue              33.00821  -17.84232  Maize    0.60304164
33820       Barue              33.06452  -17.84405  Maize    0.00000000
33821       Barue              33.16779  -17.84717  Maize    0.62237057
33822       Barue              33.18657  -17.84773  Maize    0.62156817
33823       Barue              33.01729  -17.85160  Maize    0.00000000
33824       Barue              33.14872  -17.85560  Maize    0.04185601
33825       Barue              33.16750  -17.85616  Maize    0.62411890
33826       Barue              33.18628  -17.85673  Maize    0.62041659
33827       Barue              32.96067  -17.85885  Maize    0.00000000
33828       Barue              33.14842  -17.86459  Maize    0.62312824
33829       Barue              33.15781  -17.86487  Maize    0.54299022
33830       Barue              33.16720  -17.86516  Maize    0.30026362
33831       Barue              33.18598  -17.86572  Maize    0.61535934
33832       Barue              32.96036  -17.86784  Maize    0.00000000
33833       Barue              33.03546  -17.87016  Maize    0.00000000
33834       Barue              33.16691  -17.87415  Maize    0.20892776
33835       Barue              33.18569  -17.87471  Maize    0.62373446
33836       Barue              32.96945  -17.87712  Maize    0.00000000
33837       Barue              33.10088  -17.88115  Maize    0.00000000
33838       Barue              33.12905  -17.88201  Maize    0.00000000
33839       Barue              33.13844  -17.88229  Maize    0.00000000
33840       Barue              33.17601  -17.88342  Maize    0.62328299
33841       Barue              32.95975  -17.88581  Maize    0.00197371
33842       Barue              32.96914  -17.88610  Maize    0.00000007
33843       Barue              33.13815  -17.89128  Maize    0.00000000
33844       Barue              33.14754  -17.89156  Maize    0.00000471
33845       Barue              33.18510  -17.89269  Maize    0.62077276
33846       Barue              32.95945  -17.89480  Maize    0.00000000
33847       Barue              32.96884  -17.89509  Maize    0.00000000
33848       Barue              33.16603  -17.90112  Maize    0.07084654
33849       Barue              33.17542  -17.90140  Maize    0.55695941
33850       Barue              32.95914  -17.90379  Maize    0.01448905
33851       Barue              33.00609  -17.90525  Maize    0.16271974
33852       Barue              33.01548  -17.90553  Maize    0.00000013
33853       Barue              33.18452  -17.91068  Maize    0.61719089
33854       Barue              32.96823  -17.91307  Maize    0.00002291
33855       Barue              32.97762  -17.91336  Maize    0.00000000
33856       Barue              33.13726  -17.91825  Maize    0.00000000
33857       Barue              32.97731  -17.92235  Maize    0.00000034
33858       Barue              33.03365  -17.92409  Maize    0.00000000
33859       Barue              33.13696  -17.92725  Maize    0.00000000
33860       Barue              33.17453  -17.92838  Maize    0.62076685
33861       Barue              33.18393  -17.92866  Maize    0.62189903
33862       Barue              33.16484  -17.93709  Maize    0.48137588
33863       Barue              33.17424  -17.93737  Maize    0.60226583
33864       Barue              33.05183  -17.94265  Maize    0.01215309
33865       Barue              33.13637  -17.94523  Maize    0.00000000
33866       Barue              33.06092  -17.95193  Maize    0.00000000
33867       Barue              33.13607  -17.95422  Maize    0.00000000
33868       Barue              33.14546  -17.95450  Maize    0.08044314
33869       Barue              33.17365  -17.95535  Maize    0.62339734
33870       Barue              33.18304  -17.95564  Maize    0.58502569
33871       Barue              33.13577  -17.96321  Maize    0.00000000
33872       Barue              33.18275  -17.96463  Maize    0.57110687
33873       Barue              33.06971  -17.97020  Maize    0.00000000
33874       Barue              33.13547  -17.97220  Maize    0.00000000
33875       Barue              33.14487  -17.97249  Maize    0.00021716
33876       Barue              33.18245  -17.97362  Maize    0.53836564
33877       Barue              33.07881  -17.97947  Maize    0.00001145
33878       Barue              33.14457  -17.98148  Maize    0.25337396
33879       Barue              33.15397  -17.98176  Maize    0.00090518
33880       Barue              33.17276  -17.98233  Maize    0.56750373
33881       Barue              33.14427  -17.99047  Maize    0.00000999
33882       Barue              33.15367  -17.99075  Maize    0.57054853
33883       Barue              33.14398  -17.99946  Maize    0.54804457
33884       Barue              33.14368  -18.00845  Maize    0.01387143
33885       Barue              33.15308  -18.00874  Maize    0.42071671
33886       Barue              33.16247  -18.00902  Maize    0.60729137
33887       Barue              33.16218  -18.01801  Maize    0.61965045
33888       Barue              33.17157  -18.01830  Maize    0.03353878
33889       Barue              33.15218  -18.03571  Maize    0.57005381
33890       Barue              33.17068  -18.04527  Maize    0.60780715
33891       Barue              33.16099  -18.05398  Maize    0.30205882
33892       Barue              33.16979  -18.07225  Maize    0.07844210
33893       Barue              33.17919  -18.07253  Maize    0.06022931
33894       Barue              33.17770  -18.11749  Maize    0.00000007
33895       Barue              33.17621  -18.16245  Maize    0.61617403
33896       Barue              33.14679  -18.19755  Maize    0.00000000
33897       Barue              33.15590  -18.20683  Maize    0.00000000
33898       Barue              33.17471  -18.20740  Maize    0.42650775
33899       Barue              33.16500  -18.21611  Maize    0.03629882
33900       Barue              33.17441  -18.21640  Maize    0.01870190
33901       Barue              33.16470  -18.22510  Maize    0.00000000
